question,answer_llm,answer_orig,document
What happens if I concatenate question and answer before embedding for search?,"Embedding `question + "" "" + answer` often works best for search, because it gives the vector both the phrasing of the query and the answer content.

Tradeoffs:
- Better hit rate / MRR in many cases
- Slightly longer input
- Slightly higher embedding cost

But there’s no universal best choice — you should test it on your dataset and pick the option with the best retrieval metrics.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
How do I decide which embedding setup gives the best retrieval results for my dataset?,"There’s no single right setup — you should **experiment on your dataset** and compare results.

The course suggests trying these three embedding choices:

- **Embed the answer (`text`) only**
- **Embed the question only**
- **Embed `question + "" "" + text`**

To decide which is best, evaluate them on a **ground-truth set** and compare metrics like:

- **Hit rate**
- **MRR**

Whichever gives the best retrieval performance on your data is the right choice.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
Should I test question-only vs answer-only vs question-plus-answer embeddings and compare hit rate or MRR?,"Yes — test all three variants on your ground-truth set:

- question-only
- answer-only
- question + answer

Then compare retrieval metrics like **hit rate** or **MRR**. The course says there’s no single right choice; the best option is the one that performs best on your dataset.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
How does cosine similarity actually measure how close two vectors are in text search?,"Cosine similarity measures **how aligned two vectors are**, not just how far apart they are.

In text search, each document and query is turned into a vector. Cosine similarity looks at the **angle between those vectors**:

- **1** = vectors point in the same direction, so the texts are very similar
- **0** = vectors are unrelated / orthogonal
- **-1** = vectors point in opposite directions

The key idea is that it focuses on **direction rather than size**. So a longer document isn’t automatically considered more similar just because it has bigger values.

If the vectors are **normalized to unit length**, cosine similarity becomes the same as the **dot product**, which is why it can be computed efficiently with matrix multiplication.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why is cosine similarity used for comparing documents instead of just raw word counts?,"Cosine similarity is used because it compares the **direction** of two document vectors, not their raw size.

Raw word counts can be misleading: a longer document will usually have larger counts even if it is not actually more relevant. Cosine similarity ignores that length effect and measures how similar the content patterns are.

So instead of asking “which document has more words?”, it asks “which document points in a similar direction in vector space?”, which is usually a better measure of document similarity.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"What does it mean when cosine similarity is 1, 0, or -1 between two vectors?","A cosine similarity of:

- **1** means the vectors are **identical** in direction
- **0** means the vectors are **orthogonal** and have **no similarity**
- **-1** means the vectors are **completely opposite**

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"Can cosine similarity be applied to any vectors, or does it only work with non-zero ones?","Cosine similarity is defined for **non-zero vectors**. It uses the angle between vectors, and a zero vector doesn’t have a defined direction, so cosine similarity can’t be computed for it.

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
How is the angle between two document vectors related to the similarity score?,"The angle and similarity score are inversely related:

- **Smaller angle** between the two document vectors means **higher similarity**
- **Larger angle** means **lower similarity**

Using cosine similarity, the score is the **cosine of the angle** between the vectors:
- **0°** → similarity **1** (identical direction)
- **90°** → similarity **0** (orthogonal, no similarity)
- **180°** → similarity **-1** (opposite direction)

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why does cosine similarity become just a dot product once the vectors are normalized?,"Because for **normalized vectors**, each vector has length 1.

Cosine similarity is:

\[
\cos(\theta) = \frac{x \cdot y}{\|x\|\|y\|}
\]

If both vectors are normalized, then:

\[
\|x\| = 1,\quad \|y\| = 1
\]

So the formula becomes:

\[
\cos(\theta) = x \cdot y
\]

That’s why cosine similarity becomes just a **dot product** once the vectors are normalized.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
How does normalizing embeddings to unit length make cosine similarity easier to compute?,"Normalizing embeddings to unit length removes the effect of vector magnitude, so cosine similarity becomes just the dot product.

Since cosine similarity is:

\[
\cos(\theta) = \frac{a \cdot b}{\|a\|\|b\|}
\]

if both vectors are normalized so that \(\|a\| = \|b\| = 1\), then:

\[
\cos(\theta) = a \cdot b
\]

That makes it easier to compute because you can use a simple matrix multiplication between the query vector and all embedding vectors.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
Why can we use matrix multiplication to find cosine similarity between a query and many document embeddings?,"Because if the query and all document embeddings are **normalized to unit length**, cosine similarity is just the **dot product** between vectors.  

That means you can stack all document embeddings into a matrix and compute all similarities at once with **matrix multiplication**:

- query vector × document matrix = many cosine similarities efficiently

This works because normalization removes the effect of vector magnitude, leaving only alignment/angle.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
What changes in cosine similarity when the query vector and embeddings are all unit vectors?,"When both the query vector and the embeddings are unit vectors, cosine similarity becomes just the dot product between them.

So:

- the vector magnitudes no longer affect the result
- cosine similarity can be computed directly with `.dot(...)`
- this is equivalent to matrix multiplication for all embeddings against the query

","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
How does aligning vectors relate to computing similarity with embeddings in a vector search setup?,"Aligning vectors is the geometric idea behind similarity in embedding search: the more two vectors point in the same direction, the more similar they are.

In a vector search setup, if embeddings are normalized to unit length, then cosine similarity becomes just the dot product. That means we can measure how well a query vector aligns with each document embedding by multiplying them, and larger dot products mean greater similarity.

So, “alignment” is basically what cosine similarity measures, and with normalized embeddings it can be computed efficiently using matrix multiplication.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"For Module 2, do I actually need to create a brand new GitHub repository, or can I just start another Codespace from the one I already have?","Just a new Codespace — you do **not** need a brand new GitHub repository.

Use a separate codespace for Module 2 because the vector-search dependencies are heavier. Your existing repo stays the same; just create the new codespace from it. Also, commit your work to the repo since you may delete that codespace later.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why do you recommend using a separate Codespace for the vector search module instead of keeping everything in my first one?,"Use a separate Codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can stop or delete that Codespace when you’re done, instead of leaving the extra weight in your Module 1 environment.

It’s not because you need a new GitHub repo — just a new Codespace from the same repository. Also, since you may delete that Codespace later, commit your work to the repo so you don’t lose it.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"If I set up a new Codespace for Module 2 and later delete it, will my changes still be safe somewhere?","Yes—if you **commit and push your work to your GitHub repository**, your changes will be safe even if you later delete the Module 2 Codespace.

If you **don’t commit**, the changes stay inside that Codespace VM and can be lost when it’s deleted.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"Is a Codespace just the same thing as a repo, or is it only the environment that runs the course code?","A Codespace is **not** the same thing as a repo.

It’s the **environment** you use to run the course code, and it’s created **from your existing GitHub repository**. So for Module 2, you should make **a new codespace**, not a new repo.

","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Can I reuse my existing repository for the vector search assignment and just make a fresh Codespace from it?,"Yes — you can reuse your existing repository and just create a fresh Codespace from it.

For Module 2, you do **not** need a new GitHub repo; use a **separate Codespace** because the vector-search dependencies are heavier. Commit your work to the repo since you may delete that Codespace later.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why does download.py get stuck at 0% when trying to grab model.onnx from HuggingFace?,"It usually gets stuck at 0% because the connection to HuggingFace’s CDN is slow or blocked.

The workaround is to download the file directly in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it here:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

After that, `download.py` will detect the local file and skip re-downloading.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Is there a manual way to download model.onnx if the script keeps hanging on HuggingFace?,"Yes. If `download.py` hangs on HuggingFace, you can download `model.onnx` manually in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

Once the file exists locally, the script will detect it and skip re-downloading.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Where should I put model.onnx after downloading it by hand so the script can use it?,Save it to `models/Xenova/all-MiniLM-L6-v2/model.onnx`.,"This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Will download.py skip the HuggingFace download if model.onnx is already saved locally?,"Yes. The script checks whether `model.onnx` already exists locally before downloading, so if you save it to `models/Xenova/all-MiniLM-L6-v2/model.onnx`, it will skip the HuggingFace download.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
What can I do if the HuggingFace CDN connection is slow or blocked and the model download never starts?,"If the HuggingFace CDN is slow or blocked and the model download never starts, download the file manually in your browser:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

The script checks whether the file already exists locally, so once you place it there, it will skip the download and continue.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
"Why do the matrix version and the loop version of vector search not match exactly, even though they should be doing the same dot product?","The matrix version and the loop version can differ slightly because of floating-point precision.

Even though both compute the same dot product, they may add the numbers in a different order:

- `X.dot(v_query)` uses optimized BLAS routines
- the loop adds terms sequentially

Floating-point addition is not perfectly associative, so the last few decimal places can change. The results are effectively the same, just not bit-for-bit identical.

Use a tolerance check like:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

instead of expecting an exact match.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"I got different scores from `X.dot(v_query)` and my Python for-loop — is that a bug, or just floating point weirdness?","It’s not a bug — it’s normal floating-point precision behavior.

`X.dot(v_query)` and a Python for-loop compute the same dot products, but they may add numbers in a different order. Because floating-point addition isn’t perfectly associative, you can get tiny differences in the last few decimal places.

Use a tolerance-based comparison instead of exact equality, e.g.:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

So the results are effectively the same, just rounded slightly differently.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"When I compare the two vector search implementations with `np.allclose`, why does it sometimes return `False` even if the results look basically the same?","`np.allclose` can return `False` because the two implementations may differ in the last few decimal places due to **floating-point precision**.

Even though the matrix version and the for-loop version compute the same dot products, they add numbers in a different order:

- `X.dot(v_query)` uses optimized BLAS code
- the for-loop sums sequentially in Python

Floating-point addition is not perfectly associative, so tiny rounding differences can appear. The results are still effectively the same.

Use a tolerance when comparing, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

If you want, I can also explain why floating-point addition is not associative.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"Does `X.dot(v)` use a different summing order than a regular loop, and can that change the final numbers a bit?","Yes. `X.dot(v)` can use a different summing order than a regular loop because it runs optimized BLAS code under the hood. Since floating-point addition is not perfectly associative, that can change the final numbers slightly in the last few decimal places.

So the results are mathematically the same, but you may see tiny differences due to rounding. Compare them with a tolerance, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"For vector search, how should I compare the fast matrix result and the loop result without expecting an exact match?","Use a small tolerance instead of an exact comparison. For example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

This checks that the fast matrix result and the loop result are close enough, even if they differ in the last few decimal places due to floating-point precision.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"For Module 2 homework Q2, why does my cosine similarity not match any of the multiple-choice answers?","The most likely reason is that you’re using the **wrong embedding model**.

For Module 2 Homework Q2, you should **not** use `sentence-transformers`. The homework expects the lightweight ONNX `Embedder` from `embedder.py`:

```python
from embedder import Embedder
model = Embedder()
```

If you use a different model like `multi-qa-mpnet-base-dot-v1` or `all-mpnet-base-v2`, your cosine similarity can be different from all the multiple-choice options.

Also make sure that:

- You embed the page’s **`content`** field, not the filename or the whole dictionary.
- You compare against the **query vector from Q1**.
- You use the fact that the `Embedder` returns **normalized vectors**, so the dot product is the cosine similarity directly.

If your answer is still slightly off after using the correct model, choose the **closest option** — small numerical differences are normal.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"Should I be using sentence-transformers for the Module 2 embedding question, or is there a different model the homework expects?","For Module 2 homework, **do not use `sentence-transformers`**. The homework expects the lightweight ONNX **`Embedder` from `embedder.py`**:

```python
from embedder import Embedder
model = Embedder()
```

Using a different model like `multi-qa-mpnet-base-dot-v1` or `all-mpnet-base-v2` can give an answer that doesn’t match the options.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
Could the wrong cosine similarity in Q2 come from embedding the wrong field instead of the document content?,"Yes, that could happen — but the context suggests the more common issue is **using the wrong embedding model**, not just the wrong field.

That said, you should make sure you are embedding the page’s **`content` field** only, not:

- the filename
- the whole document dict
- any metadata field

So the correct checklist is:

1. Use the homework’s `Embedder()` from `embedder.py`
2. Embed the **`content`** field
3. Compare it to the **query vector from Q1**
4. Since the vectors are normalized, use the **dot product as cosine similarity**

If you embedded the wrong field, that would definitely give the wrong cosine similarity. But if your field is correct and the value is still off, the likely cause is a different embedding model.

","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"In the Module 2 homework, do I need to normalize the vectors before calculating cosine similarity, or does the provided embedder already do that?","No — for the Module 2 homework, the provided `Embedder` already returns normalized vectors, so you can use the dot product directly as cosine similarity.

If you’re using a different embedder/model, then you may need to normalize manually.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"If my Q2 cosine value is a little different from the listed options, should I just choose the nearest one?","Yes — if your cosine value is only a little different from the listed options, choose the closest one. Small numerical differences are expected.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"How do I set up Gemini, OpenAI, and Tavily keys so Kestra can actually use them in the orchestration module?","Set them as environment variables **before starting Kestra**.

Use the plain `GEMINI_API_KEY` for the AI Copilot, and base64-encode the `SECRET_` variables for the flows:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)
```

Then restart Kestra so it picks them up:

```bash
docker compose up -d
```

Inside a flow, reference the secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

Important:
- `GEMINI_API_KEY` = plain key for the Copilot
- `SECRET_GEMINI_API_KEY`, `SECRET_OPENAI_API_KEY`, `SECRET_TAVILY_API_KEY` = base64-encoded for Kestra flows
- Use `echo -n` to avoid adding a newline

","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
